Department,Department Description,Category,Fund,Expenditure
981,Motorized and Construction Equipment,Capital,980 - CAPITAL PROJECTS,"$152,005.00"
982,Office and Technical Equipment,Capital,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$4,895.00"
982,Office and Technical Equipment,Capital,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$541,761.63"
17,Councilmember W. Young,Fringe Benefits,050 - GENERAL FUND,"$6,150.48"
19,City Council,Payroll,050 - GENERAL FUND,"$272,905.20"
25,Councilmember C. Winburn,Fringe Benefits,050 - GENERAL FUND,"$5,028.53"
25,Councilmember C. Winburn,Payroll,050 - GENERAL FUND,"$4,198.73"
29,Councilmember R. Qualls,Payroll,050 - GENERAL FUND,"$3,967.78"
81,SORTA Operations,Contractual Services,759 - INCOME TAX - TRANSIT,"$23,974,999.98"
90,Enterprise Technology Solutions,Capital,980 - CAPITAL PROJECTS,"$2,612.50"
101,Office of the City Manager,Fringe Benefits,304 - Community Development BLOCK GRANT,"$4,614.00"
101,Office of the City Manager,Fringe Benefits,050 - GENERAL FUND,"$145,745.07"
101,Office of the City Manager,Payroll,050 - GENERAL FUND,"$2,820.23"
101,Office of the City Manager,Payroll,050 - GENERAL FUND,"-$91,599.08"
101,Office of the City Manager,Payroll,304 - Community Development BLOCK GRANT,"$7,086.20"
101,Office of the City Manager,Payroll,050 - GENERAL FUND,"$17,175.16"
102,Budget & Evaluation,Fringe Benefits,302 - INCOME TAX - INFRASTRUCTURE,"$10,025.16"
102,Budget & Evaluation,Fringe Benefits,050 - GENERAL FUND,"$13,560.91"
102,Budget & Evaluation,Payroll,050 - GENERAL FUND,"$14,084.76"
102,Budget & Evaluation,Payroll,050 - GENERAL FUND,"$17,896.52"
104,Office of Environmental Qualities,Payroll,212 - EMPLOYEE SAFETY AND RISK MANAGEMENT,"$2,057.72"
105,Economic Development,Capital,980 - CAPITAL PROJECTS,"$129,958.00"
105,Economic Development,Capital,980 - CAPITAL PROJECTS,"$11,583.31"
105,Economic Development,Capital,980 - CAPITAL PROJECTS,"$147,691.80"
105,Economic Development,Capital,980 - CAPITAL PROJECTS,"$340,000.00"
105,Economic Development,Capital,980 - CAPITAL PROJECTS,"$12,683.80"
105,Economic Development,Capital,980 - CAPITAL PROJECTS,"$20,188.70"
105,Economic Development,Capital,980 - CAPITAL PROJECTS,"$299,932.24"
105,Economic Development,Fringe Benefits,050 - GENERAL FUND,"$7,070.81"
105,Economic Development,Fixed Costs,050 - GENERAL FUND,"-$13,273.28"
105,Economic Development,Payroll,304 - Community Development BLOCK GRANT,"$2,124.05"
111,Law Department,Contractual Services,050 - GENERAL FUND,"$17,402.72"
111,Law Department,Contractual Services,209 - PROPERTY MANAGEMENT,"$7,458.31"
111,Law Department,Payroll,302 - INCOME TAX - INFRASTRUCTURE,"-$35,361.65"
111,Law Department,Payroll,302 - INCOME TAX - INFRASTRUCTURE,"$3,882.42"
111,Law Department,Payroll,209 - PROPERTY MANAGEMENT,"$4,887.60"
131,Finance Director''s Office,Fringe Benefits,050 - GENERAL FUND,"-$2,358.09"
131,Finance Director''s Office,Fringe Benefits,050 - GENERAL FUND,"$31,065.97"
133,"Finance, Accounts & Audits",Debt Service,483 - DOWNTOWN/OTR EAST EQUIVALENT FUND,"$222,206.25"
133,"Finance, Accounts & Audits",Fringe Benefits,050 - GENERAL FUND,"$6,172.33"
133,"Finance, Accounts & Audits",Fringe Benefits,349 - URBAN RENEWAL DEBT RETIREMENT,"-$16,866.85"
133,"Finance, Accounts & Audits",Fringe Benefits,050 - GENERAL FUND,"$99,631.32"
133,"Finance, Accounts & Audits",Contractual Services,486 - EAST WALNUT HILLS EQUIVALENT FUND,"$12,390.95"
133,"Finance, Accounts & Audits",Contractual Services,490 - EVANSTON EQUIVALENT FUND,"$2,588.89"
133,"Finance, Accounts & Audits",Contractual Services,494 - EAST PRICE HILL EQUIVALENT FUND,"$2,109.60"
133,"Finance, Accounts & Audits",Contractual Services,757 - MISCELLANEOUS PERMANENT IMPROVEMENT FUND,"$19,245.16"
133,"Finance, Accounts & Audits",Payroll,302 - INCOME TAX - INFRASTRUCTURE,"$13,861.58"
133,"Finance, Accounts & Audits",Payroll,302 - INCOME TAX - INFRASTRUCTURE,"$62,387.01"
134,"Finance, Treasury",Debt Service,151 - BOND RETIREMENT - CITY,"$9,220,000.00"
134,"Finance, Treasury",Fringe Benefits,050 - GENERAL FUND,"$60,393.84"
134,"Finance, Treasury",Contractual Services,151 - BOND RETIREMENT - CITY,"$8,574.30"
134,"Finance, Treasury",Contractual Services,050 - GENERAL FUND,"$25,940.68"
134,"Finance, Treasury",Payroll,151 - BOND RETIREMENT - CITY,"$2,447.09"
134,"Finance, Treasury",Payroll,050 - GENERAL FUND,"$209,013.29"
135,"Finance, Risk Management",Fixed Costs,711 - RISK MANAGEMENT,"$2,665,287.26"
135,"Finance, Risk Management",Fixed Costs,711 - RISK MANAGEMENT,"$83,149.50"
135,"Finance, Risk Management",Fixed Costs,711 - RISK MANAGEMENT,"$12,589.20"
135,"Finance, Risk Management",Fixed Costs,213 - WORKER''S COMPENSATION,"$63,461.80"
135,"Finance, Risk Management",Fixed Costs,213 - WORKER''S COMPENSATION,"$182,099.00"
135,"Finance, Risk Management",Materials and Supplies,212 - EMPLOYEE SAFETY AND RISK MANAGEMENT,"$7,084.26"
135,"Finance, Risk Management",Contractual Services,711 - RISK MANAGEMENT,"-$191,495.27"
135,"Finance, Risk Management",Payroll,711 - RISK MANAGEMENT,"$2,003.74"
136,"Finance, Income Tax",Payroll,050 - GENERAL FUND,"$55,949.87"
137,"Finance, Purchasing",Fringe Benefits,302 - INCOME TAX - INFRASTRUCTURE,"$7,250.92"
137,"Finance, Purchasing",Materials and Supplies,201 - PRINTING SERVICES/ STORES,"$555,283.54"
137,"Finance, Purchasing",Contractual Services,201 - PRINTING SERVICES/ STORES,"$5,600.00"
137,"Finance, Purchasing",Payroll,050 - GENERAL FUND,"$8,109.49"
161,Community Development Administration,Fringe Benefits,304 - Community Development BLOCK GRANT,"-$13,834.56"
161,Community Development Administration,Fixed Costs,050 - GENERAL FUND,"$108,297.60"
161,Community Development Administration,Fixed Costs,050 - GENERAL FUND,"$36,208.48"
161,Community Development Administration,Contractual Services,050 - GENERAL FUND,"$17,500.00"
161,Community Development Administration,Contractual Services,050 - GENERAL FUND,"$3,750.00"
161,Community Development Administration,Contractual Services,050 - GENERAL FUND,"$58,500.00"
161,Community Development Administration,Contractual Services,050 - GENERAL FUND,"$8,000.00"
161,Community Development Administration,Contractual Services,050 - GENERAL FUND,"$9,725.00"
161,Community Development Administration,Contractual Services,050 - GENERAL FUND,"$8,250.00"
161,Community Development Administration,Contractual Services,050 - GENERAL FUND,"$12,000.00"
161,Community Development Administration,Contractual Services,050 - GENERAL FUND,"$6,875.00"
161,Community Development Administration,Contractual Services,050 - GENERAL FUND,"$7,045.50"
161,Community Development Administration,Contractual Services,304 - Community Development BLOCK GRANT,"$6,289.38"
161,Community Development Administration,Contractual Services,304 - Community Development BLOCK GRANT,"$2,371.60"
161,Community Development Administration,Payroll,304 - Community Development BLOCK GRANT,"-$3,998.79"
162,"Community Development, Housing",Capital,304 - Community Development BLOCK GRANT,"$19,588.50"
162,"Community Development, Housing",Capital,304 - Community Development BLOCK GRANT,"$85,965.51"
162,"Community Development, Housing",Capital,411 - HOME INVESTMENT TRUST,"$110,151.50"
162,"Community Development, Housing",Capital,980 - CAPITAL PROJECTS,"$99,245.81"
162,"Community Development, Housing",Capital,304 - Community Development BLOCK GRANT,"$5,700.00"
162,"Community Development, Housing",Capital,411 - HOME INVESTMENT TRUST,"$308,980.00"
162,"Community Development, Housing",Capital,502 - ARRA FEDERAL GRANTS,"$2,668.00"
162,"Community Development, Housing",Capital,980 - CAPITAL PROJECTS,"$110,433.39"
162,"Community Development, Housing",Capital,411 - HOME INVESTMENT TRUST,"$13,323.42"
162,"Community Development, Housing",Fringe Benefits,304 - Community Development BLOCK GRANT,"$81,550.20"
162,"Community Development, Housing",Fringe Benefits,304 - Community Development BLOCK GRANT,"$68,649.16"
162,"Community Development, Housing",Payroll,304 - Community Development BLOCK GRANT,"$21,805.66"
162,"Community Development, Housing",Payroll,050 - GENERAL FUND,"$66,812.43"
162,"Community Development, Housing",Payroll,304 - Community Development BLOCK GRANT,"$75,634.51"
164,Community Development,Capital,304 - Community Development BLOCK GRANT,"$2,190.00"
164,Community Development,Capital,980 - CAPITAL PROJECTS,"$4,008.60"
164,Community Development,Capital,980 - CAPITAL PROJECTS,"$16,600.00"
164,Community Development,Capital,980 - CAPITAL PROJECTS,"$176,546.59"
164,Community Development,Capital,980 - CAPITAL PROJECTS,"$3,420.00"
167,New Construction & Building Standards,Capital,304 - Community Development BLOCK GRANT,"$287,138.63"
167,New Construction & Building Standards,Capital,980 - CAPITAL PROJECTS,"$55,105.70"
167,New Construction & Building Standards,Capital,980 - CAPITAL PROJECTS,"$16,500.00"
167,New Construction & Building Standards,Materials and Supplies,050 - GENERAL FUND,"$5,496.66"
167,New Construction & Building Standards,Contractual Services,050 - GENERAL FUND,"$31,535.47"
171,Department Of Planning & Buildings,Capital,980 - CAPITAL PROJECTS,"$15,901.74"
171,Department Of Planning & Buildings,Fringe Benefits,050 - GENERAL FUND,"$2,368.33"
171,Department Of Planning & Buildings,Fringe Benefits,304 - Community Development BLOCK GRANT,"$2,242.00"
171,Department Of Planning & Buildings,Fringe Benefits,304 - Community Development BLOCK GRANT,"$5,094.96"
171,Department Of Planning & Buildings,Fringe Benefits,050 - GENERAL FUND,"$33,431.94"
171,Department Of Planning & Buildings,Fixed Costs,050 - GENERAL FUND,"$6,167.00"
171,Department Of Planning & Buildings,Contractual Services,050 - GENERAL FUND,"$3,000.00"
171,Department Of Planning & Buildings,Payroll,304 - Community Development BLOCK GRANT,"$4,895.07"
171,Department Of Planning & Buildings,Payroll,050 - GENERAL FUND,"$8,081.85"
172,"Planning, Licenses & Permits",Fringe Benefits,050 - GENERAL FUND,"$363,635.00"
172,"Planning, Licenses & Permits",Materials and Supplies,050 - GENERAL FUND,"$3,034.49"
172,"Planning, Licenses & Permits",Contractual Services,050 - GENERAL FUND,"$2,126.46"
172,"Planning, Licenses & Permits",Contractual Services,050 - GENERAL FUND,"$41,670.75"
172,"Planning, Licenses & Permits",Contractual Services,050 - GENERAL FUND,"$3,038.31"
172,"Planning, Licenses & Permits",Payroll,050 - GENERAL FUND,"$12,662.61"
172,"Planning, Licenses & Permits",Payroll,050 - GENERAL FUND,"$1,288,904.25"
191,"Recreation, West Region",Fringe Benefits,050 - GENERAL FUND,"$9,793.81"
191,"Recreation, West Region",Fringe Benefits,050 - GENERAL FUND,"$156,418.60"
191,"Recreation, West Region",Materials and Supplies,323 - RECREATION SPECIAL ACTIVITIES,"$4,612.15"
191,"Recreation, West Region",Contractual Services,050 - GENERAL FUND,"$20,497.28"
191,"Recreation, West Region",Payroll,050 - GENERAL FUND,"$8,230.54"
191,"Recreation, West Region",Payroll,050 - GENERAL FUND,"$5,777.70"
191,"Recreation, West Region",Payroll,050 - GENERAL FUND,"$42,280.60"
192,"Recreation, East Region",Fringe Benefits,050 - GENERAL FUND,"$5,100.00"
192,"Recreation, East Region",Fringe Benefits,323 - RECREATION SPECIAL ACTIVITIES,"$5,781.37"
192,"Recreation, East Region",Materials and Supplies,323 - RECREATION SPECIAL ACTIVITIES,"$3,564.97"
192,"Recreation, East Region",Contractual Services,050 - GENERAL FUND,"$2,518.83"
192,"Recreation, East Region",Contractual Services,050 - GENERAL FUND,"$10,155.29"
192,"Recreation, East Region",Payroll,050 - GENERAL FUND,"$45,585.24"
193,"Recreation, Central Region",Fringe Benefits,323 - RECREATION SPECIAL ACTIVITIES,"$4,259.58"
193,"Recreation, Central Region",Contractual Services,050 - GENERAL FUND,"$4,248.32"
193,"Recreation, Central Region",Contractual Services,050 - GENERAL FUND,"$8,255.28"
194,"Recreation, Maintenance",Fringe Benefits,050 - GENERAL FUND,"$5,787.74"
194,"Recreation, Maintenance",Materials and Supplies,050 - GENERAL FUND,"$15,172.53"
194,"Recreation, Maintenance",Materials and Supplies,050 - GENERAL FUND,"$2,037.82"
194,"Recreation, Maintenance",Materials and Supplies,050 - GENERAL FUND,"$4,470.00"
194,"Recreation, Maintenance",Materials and Supplies,050 - GENERAL FUND,"$6,661.87"
194,"Recreation, Maintenance",Payroll,050 - GENERAL FUND,"$18,841.68"
195,"Recreation, Golf",Contractual Services,105 - MUNICIPAL GOLF ACTIVITIES,"$2,562.12"
197,"Recreation, Athletics",Fringe Benefits,050 - GENERAL FUND,"$8,752.11"
197,"Recreation, Athletics",Materials and Supplies,323 - RECREATION SPECIAL ACTIVITIES,"$2,210.00"
197,"Recreation, Athletics",Materials and Supplies,324 - RECREATION FEDERAL GRANT PROJECTS,"$50,670.80"
197,"Recreation, Athletics",Materials and Supplies,323 - RECREATION SPECIAL ACTIVITIES,"$7,261.18"
197,"Recreation, Athletics",Contractual Services,323 - RECREATION SPECIAL ACTIVITIES,"$3,744.00"
197,"Recreation, Athletics",Contractual Services,323 - RECREATION SPECIAL ACTIVITIES,"$2,504.50"
197,"Recreation, Athletics",Contractual Services,323 - RECREATION SPECIAL ACTIVITIES,"$6,454.55"
197,"Recreation, Athletics",Contractual Services,050 - GENERAL FUND,"$3,813.82"
197,"Recreation, Athletics",Contractual Services,050 - GENERAL FUND,"$33,307.96"
199,"Recreation, Support Services",Capital,980 - CAPITAL PROJECTS,"$21,561.31"
199,"Recreation, Support Services",Capital,980 - CAPITAL PROJECTS,"$69,732.00"
199,"Recreation, Support Services",Capital,980 - CAPITAL PROJECTS,"$214,000.00"
199,"Recreation, Support Services",Capital,980 - CAPITAL PROJECTS,"$6,219.40"
199,"Recreation, Support Services",Capital,980 - CAPITAL PROJECTS,"$17,365.94"
199,"Recreation, Support Services",Capital,980 - CAPITAL PROJECTS,"$14,089.10"
199,"Recreation, Support Services",Fringe Benefits,050 - GENERAL FUND,"$9,834.72"
199,"Recreation, Support Services",Materials and Supplies,050 - GENERAL FUND,"$13,452.00"
199,"Recreation, Support Services",Materials and Supplies,323 - RECREATION SPECIAL ACTIVITIES,"-$2,011.50"
199,"Recreation, Support Services",Materials and Supplies,050 - GENERAL FUND,"$7,038.88"
199,"Recreation, Support Services",Payroll,050 - GENERAL FUND,"$14,107.58"
199,"Recreation, Support Services",Payroll,050 - GENERAL FUND,"$6,250.25"
199,"Recreation, Support Services",Inventory,207 - RECREATION STORES,"$3,089.20"
202,"Parks, Operations and Facility Mgmt",Fringe Benefits,326 - PARK DONATIONS AND SPECIAL ACTIVITY,"$5,509.88"
202,"Parks, Operations and Facility Mgmt",Fringe Benefits,050 - GENERAL FUND,"$18,296.25"
202,"Parks, Operations and Facility Mgmt",Fringe Benefits,050 - GENERAL FUND,"$284,372.22"
202,"Parks, Operations and Facility Mgmt",Materials and Supplies,332 - KROHN CONSERVATORY,"$6,692.05"
202,"Parks, Operations and Facility Mgmt",Materials and Supplies,318 - SAWYER POINT,"$5,553.22"
202,"Parks, Operations and Facility Mgmt",Materials and Supplies,050 - GENERAL FUND,"$11,738.59"
202,"Parks, Operations and Facility Mgmt",Contractual Services,326 - PARK DONATIONS AND SPECIAL ACTIVITY,"$12,101.78"
202,"Parks, Operations and Facility Mgmt",Contractual Services,050 - GENERAL FUND,"$6,838.97"
202,"Parks, Operations and Facility Mgmt",Contractual Services,318 - SAWYER POINT,"$5,959.79"
202,"Parks, Operations and Facility Mgmt",Contractual Services,792 - FORESTRY,"$3,668.63"
202,"Parks, Operations and Facility Mgmt",Payroll,302 - INCOME TAX - INFRASTRUCTURE,"$46,737.14"
202,"Parks, Operations and Facility Mgmt",Payroll,050 - GENERAL FUND,"$14,612.27"
202,"Parks, Operations and Facility Mgmt",Payroll,318 - SAWYER POINT,"$57,704.10"
203,"Parks, Administrative and Program Services",Capital,304 - Community Development BLOCK GRANT,"$40,375.00"
203,"Parks, Administrative and Program Services",Capital,980 - CAPITAL PROJECTS,"$14,614.27"
203,"Parks, Administrative and Program Services",Capital,980 - CAPITAL PROJECTS,"$161,632.64"
203,"Parks, Administrative and Program Services",Fringe Benefits,050 - GENERAL FUND,"$7,235.83"
203,"Parks, Administrative and Program Services",Contractual Services,326 - PARK DONATIONS AND SPECIAL ACTIVITY,"$18,653.98"
203,"Parks, Administrative and Program Services",Contractual Services,050 - GENERAL FUND,"$19,353.51"
203,"Parks, Administrative and Program Services",Payroll,050 - GENERAL FUND,"$13,030.05"
222,Department of Police,Fringe Benefits,050 - GENERAL FUND,"$2,304.75"
222,Department of Police,Fringe Benefits,050 - GENERAL FUND,"$496,059.81"
222,Department of Police,Fringe Benefits,050 - GENERAL FUND,"$6,497,973.96"
222,Department of Police,Fixed Costs,050 - GENERAL FUND,"$8,894.94"
222,Department of Police,Fixed Costs,050 - GENERAL FUND,"$3,800.00"
222,Department of Police,Materials and Supplies,050 - GENERAL FUND,"$6,419.50"
222,Department of Police,Materials and Supplies,369 - CRIMINAL ACTIVITY FORFEITURE - STATE,"$57,952.60"
222,Department of Police,Materials and Supplies,050 - GENERAL FUND,"$12,012.98"
222,Department of Police,Materials and Supplies,369 - CRIMINAL ACTIVITY FORFEITURE - STATE,"$15,645.00"
222,Department of Police,Materials and Supplies,050 - GENERAL FUND,"$7,687.36"
222,Department of Police,Materials and Supplies,050 - GENERAL FUND,"$887,598.28"
222,Department of Police,Contractual Services,369 - CRIMINAL ACTIVITY FORFEITURE - STATE,"$7,000.00"
222,Department of Police,Contractual Services,369 - CRIMINAL ACTIVITY FORFEITURE - STATE,"$7,000.00"
222,Department of Police,Contractual Services,050 - GENERAL FUND,"$4,500.00"
222,Department of Police,Contractual Services,369 - CRIMINAL ACTIVITY FORFEITURE - STATE,"$6,130.00"
222,Department of Police,Contractual Services,050 - GENERAL FUND,"$4,280.40"
222,Department of Police,Contractual Services,368 - LAW ENFORCEMENT GRANT,"$27,014.81"
222,Department of Police,Contractual Services,478 - JUSTICE ASSISTANCE GRANT,"$34,289.85"
222,Department of Police,Contractual Services,050 - GENERAL FUND,"$21,439.24"
222,Department of Police,Contractual Services,368 - LAW ENFORCEMENT GRANT,"$168,706.50"
222,Department of Police,Contractual Services,050 - GENERAL FUND,"$7,074.20"
222,Department of Police,Contractual Services,367 - CRIMINAL ACTIVITY FORFEITURE - FEDERAL,"$6,750.00"
222,Department of Police,Contractual Services,050 - GENERAL FUND,"$3,872.00"
222,Department of Police,Payroll,050 - GENERAL FUND,"$7,525.39"
222,Department of Police,Payroll,050 - GENERAL FUND,"$2,085,369.17"
222,Department of Police,Payables,618 - TOWING CHARGES - PRIVATE OPERATORS,"$12,780.00"
224,Department of Fire,Capital,980 - CAPITAL PROJECTS,"$222,004.93"
224,Department of Fire,Capital,980 - CAPITAL PROJECTS,"$9,110.00"
224,Department of Fire,Capital,980 - CAPITAL PROJECTS,"$71,802.23"
232,"Transportation and Engineering, Planning",Capital,980 - CAPITAL PROJECTS,"$957,111.54"
232,"Transportation and Engineering, Planning",Capital,980 - CAPITAL PROJECTS,"$22,338.84"
232,"Transportation and Engineering, Planning",Capital,980 - CAPITAL PROJECTS,"$36,802.72"
232,"Transportation and Engineering, Planning",Capital,980 - CAPITAL PROJECTS,"-$135,559.28"
232,"Transportation and Engineering, Planning",Capital,980 - CAPITAL PROJECTS,"$12,851.64"
232,"Transportation and Engineering, Planning",Capital,980 - CAPITAL PROJECTS,"$859,241.33"
232,"Transportation and Engineering, Planning",Fringe Benefits,302 - INCOME TAX - INFRASTRUCTURE,"$4,699.31"
232,"Transportation and Engineering, Planning",Fringe Benefits,050 - GENERAL FUND,"$17,299.41"
232,"Transportation and Engineering, Planning",Payroll,302 - INCOME TAX - INFRASTRUCTURE,"-$71,487.04"
232,"Transportation and Engineering, Planning",Payroll,759 - INCOME TAX - TRANSIT,"$23,572.89"
233,"Transportation and Engineering, Engineering",Capital,791 - SIDEWALKS,"$6,609.16"
233,"Transportation and Engineering, Engineering",Capital,980 - CAPITAL PROJECTS,"$2,600.00"
233,"Transportation and Engineering, Engineering",Capital,980 - CAPITAL PROJECTS,"$37,110.39"
233,"Transportation and Engineering, Engineering",Capital,980 - CAPITAL PROJECTS,"$7,500.00"
